"","age","workclass","educationnum","maritalstatus","occupation","sex","hoursperweek","X50k"
"28353",53," Private",12,"Married"," Machine-op-inspct",2,40,1
"28354",26," Private",12,"NeverMarried"," Machine-op-inspct",2,40,1
"28355",55," Self-emp-not-inc",17,"Married"," Sales",2,50,1
"28356",46," Private",12,"DSW"," Other-service",1,45,1
"28357",44," gov",16,"Married"," Prof-specialty",2,38,2
"28358",30," Self-emp-not-inc",14,"Married"," Sales",2,60,1
"28359",24," Private",13,"NeverMarried"," Handlers-cleaners",2,24,1
"28360",32," Private",9,"Married"," Other-service",1,37,1
"28361",35," Private",16,"NeverMarried"," Sales",1,40,1
"28362",67," Private",17,"Married"," Sales",2,30,2
"28363",56," Self-emp-not-inc",16,"Married"," Exec-managerial",2,20,2
"28364",26," Private",17,"NeverMarried"," Prof-specialty",2,20,1
"28365",46," Private",15,"DSW"," Tech-support",1,40,1
"28366",52," Private",12,"Married"," Craft-repair",2,48,2
"28367",38," Self-emp-not-inc",13,"DSW"," Craft-repair",2,40,1
"28368",31," Private",12,"DSW"," Sales",2,50,1
"28369",53," Private",12,"DSW"," Transport-moving",2,30,1
"28370",27," Private",12,"NeverMarried"," Handlers-cleaners",2,40,1
"28371",39," Private",16,"NeverMarried"," Adm-clerical",1,40,1
"28372",22," Private",12,"NeverMarried"," Machine-op-inspct",2,40,1
"28373",37," Private",13,"Married"," Craft-repair",2,35,2
"28374",20," Private",12,"NeverMarried"," Adm-clerical",2,30,1
"28375",60," gov",12,"Married"," Protective-serv",2,40,1
"28376",51," Private",14,"DSW"," Tech-support",1,48,1
"28377",57," gov",18,"DSW"," Prof-specialty",1,50,2
"28378",59," Private",13,"Married"," Craft-repair",2,40,2
"28379",37," Private",12,"Married"," Craft-repair",2,40,1
"28380",35," Private",12,"Married"," Handlers-cleaners",1,40,1
"28381",43," Private",13,"Married"," Sales",2,72,2
"28382",17," Private",11,"NeverMarried"," Other-service",2,35,1
"28383",45," Private",16,"Married"," Prof-specialty",2,50,2
"28384",18," Private",12,"NeverMarried"," Sales",1,40,1
"28385",52," Private",11,"DSW"," Machine-op-inspct",1,40,1
"28386",18," Private",13,"NeverMarried"," Handlers-cleaners",2,9,1
"28387",20," Private",13,"NeverMarried"," Handlers-cleaners",2,40,1
"28388",34," Private",12,"NeverMarried"," Tech-support",2,40,1
"28389",19," Private",12,"NeverMarried"," Machine-op-inspct",1,20,1
"28390",17," gov",8,"NeverMarried"," Other-service",2,45,1
"28391",30," gov",16,"NeverMarried"," Adm-clerical",1,35,1
"28392",29," Private",16,"NeverMarried"," Craft-repair",1,45,1
"28393",30," Private",13,"DSW"," Exec-managerial",2,50,2
"28394",18," Private",8,"NeverMarried"," Other-service",2,15,1
"28395",50," gov",16,"DSW"," Adm-clerical",1,37,1
"28396",22," Private",12,"NeverMarried"," Sales",2,40,1
"28397",21," Private",12,"NeverMarried"," Adm-clerical",1,35,1
"28398",39," Self-emp-not-inc",8,"Married"," Farming-fishing",2,40,1
"28399",20," Private",13,"NeverMarried"," Other-service",1,25,1
"28400",62," Private",15,"DSW"," Other-service",1,7,1
"28401",32," Private",13,"DSW"," Exec-managerial",1,38,1
"28402",38," Private",15,"Married"," Tech-support",2,40,2
"28403",32," Private",13,"DSW"," Tech-support",1,40,1
"28404",55," Private",16,"Married"," Adm-clerical",1,40,1
"28405",38," Private",17,"Married"," Exec-managerial",2,70,2
"28406",34," Private",10,"NeverMarried"," Other-service",2,30,1
"28407",28," Private",12,"NeverMarried"," Other-service",2,20,1
"28408",26," Private",13,"NeverMarried"," Sales",1,37,1
"28409",41," Private",12,"Married"," Sales",2,40,1
"28410",61," gov",19,"Married"," Prof-specialty",2,40,2
"28411",75," Self-emp-not-inc",12,"Married"," Farming-fishing",2,40,1
"28412",21," Private",14,"Married"," Other-service",1,50,1
"28413",50," Private",12,"Married"," Handlers-cleaners",2,40,2
"28414",49," Self-emp-inc",13,"Married"," Exec-managerial",2,60,2
"28415",26," Private",12,"Married"," Transport-moving",2,65,1
"28416",39," Private",7,"NeverMarried"," Other-service",2,40,1
"28417",24," Self-emp-not-inc",13,"NeverMarried"," Prof-specialty",2,40,1
"28418",56," Private",12,"Married"," Handlers-cleaners",2,18,1
"28419",17," Private",10,"NeverMarried"," Other-service",2,17,1
"28420",37," Private",12,"Married"," Craft-repair",2,52,2
"28421",23," Private",14,"Married"," Machine-op-inspct",1,30,1
"28422",57," Self-emp-not-inc",12,"Married"," Farming-fishing",2,60,1
"28423",42," gov",16,"Married"," Adm-clerical",2,45,2
"28424",25," Private",16,"DSW"," Sales",1,40,1
"28425",22," Private",16,"NeverMarried"," Farming-fishing",2,20,1
"28426",39," Private",12,"Married"," Craft-repair",2,40,1
"28427",54," Private",10,"Married"," Other-service",1,40,2
"28428",41," Self-emp-inc",16,"DSW"," Exec-managerial",2,50,1
"28429",43," gov",12,"Married"," Exec-managerial",2,40,1
"28430",19," Private",12,"NeverMarried"," Craft-repair",1,40,1
"28431",35," Private",13,"Married"," Prof-specialty",2,40,1
"28432",34," Private",12,"Married"," Prof-specialty",2,60,2
"28433",19," Private",12,"DSW"," Adm-clerical",1,30,1
"28434",33," Private",13,"DSW"," Exec-managerial",1,40,1
"28435",33," Private",13,"NeverMarried"," Prof-specialty",2,52,1
"28436",49," Private",17,"Married"," Exec-managerial",2,65,2
"28437",31," Private",12,"DSW"," Adm-clerical",1,50,1
"28438",41," Private",14,"Married"," Sales",2,60,2
"28439",24," Private",12,"DSW"," Machine-op-inspct",1,40,1
"28440",45," gov",12,"DSW"," Exec-managerial",1,38,2
"28441",63," Private",16,"Married"," Prof-specialty",2,45,2
"28442",75," Private",13,"Married"," Transport-moving",2,16,1
"28443",34," Private",12,"NeverMarried"," Machine-op-inspct",2,40,1
"28444",69," Private",16,"Married"," Exec-managerial",2,50,2
"28445",33," Private",17,"NeverMarried"," Prof-specialty",1,40,1
"28446",44," Private",12,"NeverMarried"," Adm-clerical",1,43,1
"28447",45," Private",16,"Married"," Craft-repair",2,40,2
"28448",18," Private",10,"NeverMarried"," Sales",1,20,1
"28449",48," Private",12,"DSW"," Sales",1,52,1
"28450",43," Private",12,"Married"," Craft-repair",2,40,2
"28451",26," Private",12,"Married"," Craft-repair",2,60,2
"28452",35," Private",12,"NeverMarried"," Craft-repair",2,50,1
"28453",34," Private",13,"NeverMarried"," Adm-clerical",1,40,1
"28454",48," Private",12,"Married"," Adm-clerical",2,70,2
"28455",54," gov",12,"DSW"," Other-service",1,40,1
"28456",57," Private",12,"Married"," Sales",2,40,1
"28457",21," Private",12,"NeverMarried"," Machine-op-inspct",2,60,1
"28458",28," Private",13,"Married"," Exec-managerial",2,55,1
"28459",51," Private",14,"Married"," Craft-repair",2,40,2
"28460",34," gov",12,"Married"," Protective-serv",2,53,2
"28461",41," gov",13,"Married"," Protective-serv",2,45,2
"28462",21," Private",13,"NeverMarried"," Adm-clerical",1,27,1
"28463",26," Private",16,"Married"," Prof-specialty",2,58,2
"28464",66," Private",12,"NeverMarried"," Adm-clerical",1,40,1
"28465",40," Private",19,"Married"," Prof-specialty",2,45,2
"28466",48," Private",15,"DSW"," Adm-clerical",1,40,1
"28467",41," Private",12,"Married"," Machine-op-inspct",2,40,1
"28468",41," Private",16,"Married"," Protective-serv",2,60,2
"28469",55," gov",15,"Married"," Prof-specialty",2,40,2
"28470",43," Private",16,"DSW"," Sales",2,40,2
"28471",51," Private",14,"Married"," Other-service",2,50,2
"28472",31," Private",10,"Married"," Craft-repair",2,40,1
"28473",30," Self-emp-not-inc",16,"Married"," Craft-repair",2,60,1
"28474",51," Private",12,"Married"," Adm-clerical",1,40,1
"28475",31," gov",12,"DSW"," Other-service",2,40,1
"28476",18," Private",13,"NeverMarried"," Other-service",2,37,1
"28477",60," Private",12,"DSW"," Exec-managerial",1,40,1
"28478",29," Private",12,"NeverMarried"," Exec-managerial",1,40,1
"28479",33," Private",12,"NeverMarried"," Transport-moving",2,40,1
"28480",34," Private",6,"Married"," Farming-fishing",2,40,1
"28481",57," Private",13,"DSW"," Other-service",1,38,1
"28482",55," gov",16,"Married"," Prof-specialty",1,60,1
"28483",40," Self-emp-not-inc",15,"Married"," Exec-managerial",2,60,1
"28484",26," gov",16,"NeverMarried"," Exec-managerial",1,35,1
"28485",29," Private",13,"Married"," Adm-clerical",2,40,1
"28486",30," Private",16,"Married"," Adm-clerical",1,40,1
"28487",29," Private",17,"NeverMarried"," Sales",2,50,2
"28488",43," Private",13,"Married"," Transport-moving",2,50,2
"28489",65," Private",10,"DSW"," Adm-clerical",1,8,1
"28490",19," Private",13,"NeverMarried"," Sales",2,35,1
"28491",35," Private",12,"Married"," Sales",2,50,2
"28492",28," Private",12,"Married"," Transport-moving",2,40,1
"28493",34," Private",12,"Married"," Exec-managerial",2,40,1
"28494",61," Private",14,"Married"," Craft-repair",2,60,2
"28495",63," gov",12,"Married"," Exec-managerial",1,32,1
"28496",47," gov",16,"Married"," Exec-managerial",2,40,2
"28497",31," Private",13,"DSW"," Craft-repair",2,40,1
"28498",18," Private",13,"NeverMarried"," Transport-moving",2,30,1
"28499",29," Private",16,"Married"," Sales",2,45,2
"28500",59," Private",12,"Married"," Craft-repair",2,40,1
"28501",50," Private",17,"DSW"," Exec-managerial",2,62,2
"28502",49," Private",7,"Married"," Transport-moving",2,50,1
"28503",60," Private",16,"Married"," Exec-managerial",2,45,2
"28504",35," Self-emp-not-inc",17,"Married"," Sales",2,40,2
"28505",48," gov",12,"DSW"," Handlers-cleaners",2,40,1
"28506",41," Private",12,"DSW"," Handlers-cleaners",2,40,1
"28507",56," Private",13,"Married"," Craft-repair",2,50,1
"28508",26," Private",11,"NeverMarried"," Other-service",2,40,1
"28509",53," Private",12,"DSW"," Adm-clerical",1,40,1
"28510",23," Private",12,"NeverMarried"," Handlers-cleaners",2,40,1
"28511",58," Private",7,"Married"," Farming-fishing",2,50,1
"28512",61," Private",12,"Married"," Craft-repair",2,40,1
"28513",29," Private",13,"Married"," Handlers-cleaners",2,60,1
"28514",22," Private",12,"NeverMarried"," Transport-moving",2,40,1
"28515",43," Private",16,"Married"," Exec-managerial",2,50,2
"28516",31," Private",13,"NeverMarried"," Other-service",2,30,1
"28517",53," Private",14,"DSW"," Prof-specialty",1,40,1
"28518",55," Private",12,"Married"," Transport-moving",2,40,1
"28519",34," gov",19,"NeverMarried"," Prof-specialty",1,60,1
"28520",28," Private",13,"Married"," Handlers-cleaners",2,55,1
"28521",36," Private",12,"NeverMarried"," Adm-clerical",1,40,1
"28522",33," Private",16,"DSW"," Prof-specialty",1,40,1
"28523",17," Private",9,"NeverMarried"," Other-service",1,12,1
"28524",38," Private",10,"DSW"," Craft-repair",2,40,1
"28525",60," Private",14,"Married"," Craft-repair",2,60,1
"28526",34," Private",16,"Married"," Exec-managerial",2,50,2
"28527",57," Private",6,"Married"," Other-service",2,40,1
"28528",39," Private",12,"DSW"," Sales",2,60,1
"28529",45," Private",16,"Married"," Prof-specialty",2,40,1
"28530",37," Private",16,"DSW"," Exec-managerial",2,35,1
"28531",27," Private",13,"NeverMarried"," Handlers-cleaners",2,48,1
"28532",43," Private",16,"DSW"," Exec-managerial",1,45,2
"28533",41," Private",13,"DSW"," Tech-support",1,36,1
"28534",20," Private",17,"NeverMarried"," Exec-managerial",2,25,1
"28535",44," Private",17,"DSW"," Exec-managerial",1,20,1
"28536",50," Private",14,"Married"," Exec-managerial",2,50,2
"28537",54," Private",12,"DSW"," Exec-managerial",1,45,1
"28538",31," Private",16,"NeverMarried"," Exec-managerial",1,60,2
"28539",33," Private",13,"NeverMarried"," Adm-clerical",1,35,1
"28540",22," Private",8,"NeverMarried"," Other-service",2,50,1
"28541",46," Private",13,"Married"," Craft-repair",2,40,1
"28542",30," Private",16,"Married"," Adm-clerical",1,40,2
"28543",57," Self-emp-not-inc",13,"DSW"," Exec-managerial",2,25,1
"28544",26," Private",12,"NeverMarried"," Machine-op-inspct",2,40,1
"28545",52," gov",15,"Married"," Protective-serv",2,40,2
"28546",55," gov",17,"DSW"," Prof-specialty",1,45,1
"28547",47," Private",16,"Married"," Sales",2,40,2
"28548",19," Private",12,"NeverMarried"," Craft-repair",2,40,1
"28549",26," Private",12,"NeverMarried"," Transport-moving",2,40,1
"28550",44," Private",15,"DSW"," Prof-specialty",1,40,2
"28551",42," Private",17,"NeverMarried"," Exec-managerial",2,40,2
"28552",39," Private",13,"Married"," Exec-managerial",2,60,1
"28553",26," Private",12,"NeverMarried"," Adm-clerical",1,50,1
"28554",26," Private",17,"Married"," Prof-specialty",2,20,1
"28555",50," Self-emp-inc",17,"Married"," Sales",2,55,1
"28556",46," Self-emp-not-inc",17,"Married"," Exec-managerial",2,50,2
"28557",18," Private",13,"NeverMarried"," Tech-support",2,20,1
"28558",26," Private",16,"NeverMarried"," Exec-managerial",2,60,1
"28559",32," Private",16,"Married"," Sales",2,40,2
"28560",50," Private",6,"Married"," Other-service",1,34,1
"28561",47," gov",13,"Married"," Protective-serv",2,40,2
"28562",52," Private",12,"Married"," Other-service",1,25,1
"28563",25," gov",13,"Married"," Exec-managerial",2,40,2
"28564",42," gov",10,"Married"," Transport-moving",2,40,1
"28565",53," Private",12,"Married"," Exec-managerial",2,45,1
"28566",30," Private",12,"NeverMarried"," Handlers-cleaners",1,8,1
"28567",23," Private",16,"NeverMarried"," Exec-managerial",2,30,1
"28568",32," Private",13,"Married"," Farming-fishing",2,60,1
"28569",29," Self-emp-inc",12,"DSW"," Prof-specialty",2,25,1
"28570",40," Private",15,"Married"," Other-service",2,40,1
"28571",45," gov",17,"Married"," Prof-specialty",2,40,2
"28572",55," Private",16,"Married"," Prof-specialty",2,40,2
"28573",59," gov",17,"Married"," Prof-specialty",2,40,2
"28574",56," Private",14,"Married"," Sales",2,40,2
"28575",23," Private",11,"NeverMarried"," Craft-repair",2,50,1
"28576",37," gov",12,"Married"," Protective-serv",2,40,1
"28577",25," Private",12,"Married"," Craft-repair",2,48,1
"28578",27," Private",8,"NeverMarried"," Priv-house-serv",1,24,1
"28579",21," Private",12,"NeverMarried"," Other-service",1,40,1
"28580",47," gov",12,"Married"," Transport-moving",2,40,2
"28581",38," Private",13,"Married"," Machine-op-inspct",2,60,1
"28582",62," gov",17,"DSW"," Prof-specialty",1,33,2
"28583",27," Private",13,"Married"," Sales",2,40,1
"28584",27," Private",12,"NeverMarried"," Other-service",1,40,1
"28585",40," Private",13,"Married"," Adm-clerical",1,40,2
"28586",22," Self-emp-not-inc",13,"NeverMarried"," Sales",2,55,2
"28587",33," Private",12,"DSW"," Exec-managerial",2,60,1
"28588",28," Private",12,"Married"," Machine-op-inspct",2,40,1
"28589",29," Private",12,"NeverMarried"," Transport-moving",2,55,1
"28590",46," Private",8,"DSW"," Exec-managerial",1,40,1
"28591",30," Private",12,"Married"," Machine-op-inspct",2,40,1
"28592",28," Private",13,"NeverMarried"," Craft-repair",2,40,1
"28593",39," Private",16,"Married"," Adm-clerical",2,40,1
"28594",35," Private",13,"NeverMarried"," Sales",2,40,1
"28595",50," Private",13,"Married"," Sales",1,39,1
"28596",63," Private",8,"DSW"," Other-service",1,20,1
"28597",56," Private",14,"Married"," Craft-repair",2,48,2
"28598",46," Private",13,"Married"," Adm-clerical",2,40,2
"28599",19," Private",13,"NeverMarried"," Other-service",1,30,1
"28600",56," gov",17,"Married"," Prof-specialty",2,35,2
"28601",31," Private",12,"DSW"," Other-service",1,15,1
"28602",51," gov",17,"Married"," Exec-managerial",2,40,2
"28603",27," gov",13,"NeverMarried"," Protective-serv",1,40,1
"28604",30," Private",13,"NeverMarried"," Adm-clerical",2,45,1
"28605",18," Private",13,"NeverMarried"," Protective-serv",1,20,1
"28606",41," Private",13,"DSW"," Exec-managerial",2,40,1
"28607",40," gov",17,"Married"," Prof-specialty",1,40,2
"28608",35," Private",16,"NeverMarried"," Sales",2,50,1
"28609",29," Private",12,"NeverMarried"," Sales",1,10,1
"28610",27," Private",16,"Married"," Sales",2,55,2
"28611",25," Private",9,"NeverMarried"," Transport-moving",2,50,1
"28612",53," Private",16,"Married"," Other-service",2,35,1
"28613",26," gov",12,"NeverMarried"," Craft-repair",2,50,1
"28614",41," Private",16,"Married"," Prof-specialty",2,70,1
"28615",28," Private",12,"Married"," Exec-managerial",2,70,1
"28616",48," gov",17,"DSW"," Prof-specialty",2,60,1
"28617",22," Private",16,"NeverMarried"," Exec-managerial",2,30,1
"28618",40," gov",18,"Married"," Prof-specialty",2,40,2
"28619",52," Self-emp-inc",16,"Married"," Exec-managerial",2,60,2
"28620",53," gov",17,"DSW"," Prof-specialty",1,35,1
"28621",40," Private",13,"Married"," Craft-repair",2,50,2
"28622",57," Private",15,"DSW"," Machine-op-inspct",2,75,1
"28623",53," Self-emp-not-inc",14,"DSW"," Craft-repair",2,40,1
"28624",23," Private",13,"NeverMarried"," Adm-clerical",1,8,1
"28625",31," Self-emp-not-inc",13,"Married"," Craft-repair",2,40,1
"28626",20," Private",8,"NeverMarried"," Handlers-cleaners",2,28,1
"28627",25," Private",18,"NeverMarried"," Prof-specialty",1,20,1
"28628",37," Private",13,"NeverMarried"," Exec-managerial",1,40,1
"28629",50," Private",12,"Married"," Craft-repair",2,40,2
"28630",34," Self-emp-not-inc",12,"Married"," Transport-moving",2,35,1
"28631",37," Private",16,"Married"," Exec-managerial",2,50,2
"28632",52," Private",16,"Married"," Exec-managerial",2,45,2
"28633",49," Private",13,"Married"," Exec-managerial",2,40,2
"28634",31," Private",13,"Married"," Other-service",1,40,1
"28635",47," Private",12,"Married"," Craft-repair",2,40,1
"28636",51," Self-emp-not-inc",12,"Married"," Craft-repair",2,70,1
"28637",27," Private",12,"Married"," Sales",1,50,1
"28638",23," Private",16,"NeverMarried"," Exec-managerial",2,40,1
"28639",55," Private",12,"Married"," Prof-specialty",2,46,1
"28640",28," Private",13,"Married"," Exec-managerial",2,50,2
"28641",31," gov",16,"NeverMarried"," Prof-specialty",1,40,1
"28642",30," Private",12,"NeverMarried"," Transport-moving",2,40,1
"28643",23," Private",16,"NeverMarried"," Prof-specialty",2,60,1
"28644",19," Private",12,"NeverMarried"," Sales",2,50,1
"28645",22," Private",13,"NeverMarried"," Sales",2,25,1
"28646",50," Private",12,"DSW"," Other-service",1,25,1
"28647",21," Private",12,"NeverMarried"," Other-service",2,35,1
"28648",75," Self-emp-inc",13,"DSW"," Sales",2,40,2
"28649",29," Private",12,"NeverMarried"," Machine-op-inspct",2,40,1
"28650",47," Private",13,"Married"," Craft-repair",2,40,2
"28651",20," Private",12,"NeverMarried"," Machine-op-inspct",2,40,1
"28652",33," Private",12,"NeverMarried"," Other-service",2,40,1
"28653",45," Private",19,"Married"," Prof-specialty",2,45,2
"28654",41," Private",14,"DSW"," Prof-specialty",1,43,1
"28655",23," Private",12,"NeverMarried"," Machine-op-inspct",2,40,1
"28656",38," Private",16,"Married"," Adm-clerical",2,50,2
"28657",67," gov",13,"Married"," Protective-serv",2,41,2
"28658",21," Private",13,"NeverMarried"," Tech-support",2,35,1
